Name,Rating,Address,URL,Price,Type,Phone,Cousine,Meals
Gustoso By The Beach,4.5 ,"PARKROYAL Penang Resort, Batu Ferringhi, Penang Island 11100 Malaysia",,$$ - $$$,$$ - $$$ItalianPizzaSeafood,+60 4-886 2288,"Italian, Pizza, Seafood, European, International","Lunch, Dinner"
Black Kettle,4.0 ,"105 Beach Street, George Town, Penang Island 10300 Malaysia",http://www.blackkettle.com.my/,$$ - $$$,$$ - $$$DessertCafeInternational,+60 4-251 9270,"Cafe, European, International, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options"
DEEN MAJU,4.5 ,"170 Jalan Gurdwara, George Town, Penang Island 10300 Malaysia",http://www.facebook.com/DEEN-MAJU-312237305554288,$,$IndianAsianMalaysian,+60 12-425 2421,,
Ming Xiang Tai,4.5 ,"133 Jalan Burmah, George Town, Penang Island 10050 Malaysia",http://mingxiangtai.com.my/,$,$BakeriesChineseVegetarian Friendly,+60 16-444 9693,Vegetarian Friendly,Breakfast
Red Garden Food Paradise & Night Market,4.0 ,"No. 20, Leith Street, George Town, Penang Island 10000 Malaysia",http://www.redgarden-food.com/content/home/index/site:redgarden-link:718,$,$Nonya/MalaysianMalaysianVegetarian Friendly,+60 12-421 6767,"Vegetarian Friendly, Vegan Options, Halal","Dinner, After-hours"
D'Loovi's,5.0 ,"24, Lebuh Melayu, George Town, Penang Island 10100 Malaysia",http://m.facebook.com/dloovis/?ref=bookmarks,$$ - $$$,$$ - $$$BarAsianPub,+60 16-272 4689,"Bar, Asian, Pub, Malaysian",Vegetarian Friendly
The Leaf Healthy Recipes,4.5 ,"No. 5 Lebuh Penang 10200, George Town, Penang Island 10200 Malaysia",http://www.theleaf.com.my/,$$ - $$$,$$ - $$$AsianDinerHealthy,+60 12-498 8491,"Asian, Healthy, Malaysian, Diner","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Three Sixty Revolving Restaurant Skybar,4.0 ,"Three Sixty Revolving Restaurant Skybar 25-A Lebuh Farquhar George Town, Penang Island 10200 Malaysia",http://360rooftop.com.my/,$$ - $$$,$$ - $$$BarAsianMalaysian,6.06E+11,"Bar, Asian, Malaysian",Vegetarian Friendly
Reggae Cafe Penang,5.0 ,"Lebuh Pantai 163, Lebuh Pantai, George Town, 10300 George Town, Pulau Pinang., George Town, Penang Island 10300 Malaysia",https://www.facebook.com/penangreggaecafe,$$ - $$$,$$ - $$$ItalianAsianMalaysian,+60 10-215 9928,"Italian, Malaysian, Asian","Breakfast, Lunch, Dinner, Brunch, After-hours, Drinks"
Reggae Cafe Penang,5.0 ,"Lebuh Pantai 163, Lebuh Pantai, George Town, 10300 George Town, Pulau Pinang., George Town, Penang Island 10300 Malaysia",,,,,"Italian, Malaysian, Asian","Breakfast, Lunch, Dinner, Brunch, After-hours, Drinks"
Ayer Itam Penang Assam Laksa,4.0 ,"Jalan Pasar Ayer Itam, Penang Island Malaysia",http://www.penanglaksa.com/,$,$AsianMalaysian,+60 12-500 7063,"Lunch, Brunch","Takeout, Outdoor Seating, Seating"
Hameediyah Restaurant,4.0 ,"164 A Campbell Street, George Town, Penang Island 10100 Malaysia",,$,$MalaysianVegetarian FriendlyHalal,+60 16-447 0164,"Vegetarian Friendly, Halal","Lunch, Dinner, Brunch, After-hours"
Guan Guan Cafe,4.0 ,"Jalan Batu Ferringhi, Batu Ferringhi, Penang Island 11100 Malaysia",http://www.facebook.com/pg/guanguancafe/about/?ref=page_internal,$,$ChineseAsianMalaysian,+60 12-422 7142,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch, After-hours"
Bibik's Kitchen Nyonya Cuisine,4.5 ,"73 Jalan Sri Bahari, George Town, Penang Island 10050 Malaysia",http://www.facebook.com/Bibik.Kitchen/,$$ - $$$,$$ - $$$Vegetarian Friendly,+60 12-669 7488,Vegetarian Friendly,Dinner
Kraffmen,4.5 ,"80 Jalan Zainul Abidin, George Town, Penang Island 10400 Malaysia",https://www.facebook.com/Kraffmen-1657943774513420/,$$ - $$$,$$ - $$$ItalianFrenchCafe,+60 4-226 2770,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch"
The Daily Dose,4.5 ,"36 Stewart Lane, George Town, Penang Island 10200 Malaysia",https://www.facebook.com/TheDailyDoseCafe/,$$ - $$$,$$ - $$$CafeVegetarian FriendlyVegan Options,6042519168,Cafe,"Vegetarian Friendly, Vegan Options, Gluten Free Options"
Nona Bali Restaurant,4.5 ,"No 23 Lintang Burma Pulau Tikus, George Town, Penang Island 10350 Malaysia",,$$ - $$$,$$ - $$$IndonesianVegetarian FriendlyHalal,+60 4-228 1630,,
Hygge Dining & Bar,5.0 ,"58, Jalan Kuala Kangsar, George Town, Penang Island 10450 Malaysia",,$$ - $$$,$$ - $$$EuropeanAsianVegetarian Friendly,+60 4-262 8898,"European, Asian","Vegetarian Friendly, Vegan Options"
Golden River,4.5 ,"Road Opposite Golden Sands Hotel Jalan Sungai Emas, Batu Ferringhi, Penang Island 11100 Malaysia",http://www.facebook.com/Golden-River-Restaurant-1771656279517779/,$,$ChineseSeafoodAsian,+60 12-442 8880,Vegetarian Friendly,"Dinner, After-hours"
Barista Café & Casa de Pizzeria,4.5 ,"92 Church Street, George Town, Penang Island 10200 Malaysia",http://www.facebook.com/baristapizzeria,$$ - $$$,$$ - $$$ItalianBarPizza,+60 4-261 5013,"Italian, Bar, Pizza, Cafe, European, Fusion, Pub","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Every Fresh Bar,4.5 ,"4 Jalan Sungai Ujong, George Town, Penang Island 10100 Malaysia",,$,$CafeHealthyVegetarian Friendly,+60 4-251 9733,"Cafe, Healthy","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Woodlands Vegetarian Restaurant,4.0 ,"60 Lebuh Penang, George Town, Penang Island 10200 Malaysia",,$,$IndianAsianVegetarian Friendly,04-26397064,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch"
Penang Road Famous Teochew Cendol,4.0 ,"Lebuh Keng Kwee / Penang Road, Penang Island Malaysia",,$,$DessertAsianMalaysian,+60 4-202 6002,"Vegetarian Friendly, Vegan Options",Drinks
Monsieur 85,5.0 ,"316 Lebuh Pantai, George Town, Penang Island 10300 Malaysia",https://www.facebook.com/Monsieur85recipe/,$$ - $$$,$$ - $$$FrenchEuropeanFusion,+60 4-261 8266,"European, Fusion, French, Diner",Dinner
The Alley Penang,4.5 ,"5 Lorong Stewart, George Town, Penang Island 10200 Malaysia",http://www.facebook.com/thealleypenang,$$ - $$$,$$ - $$$DessertCafe,+60 17-402 7489,After-hours,"Takeout, Outdoor Seating, Wheelchair Accessible, Seating, Cash Only, Free Wifi"
Smokepapa BBQ,5.0 ,"41 Lebuh Bishop, George Town, Penang Island 10200 Malaysia",,$,$AmericanSouthwesternBarbecue,+60 16-417 7803,"Barbecue, American, Southwestern, Fusion","Lunch, Dinner, Brunch"
Emily's Steakhouse Penang,4.0 ,"89, Muntri Street, George Town, Penang Island 10300 Malaysia",https://www.facebook.com/emilypenang/,$$ - $$$,$$ - $$$SteakhouseBritish,+60 19-839 6630,"Steakhouse, British","Lunch, Dinner, Brunch, Drinks"
Bora Bora by Sunset,4.0 ,"Lot 415 Jalan Batu Ferringhi, Batu Ferringhi, Penang Island 11100 Malaysia",http://www.borabora.com/,$$ - $$$,$$ - $$$BarAsianVegetarian Friendly,+60 4-885 1313,Vegetarian Friendly,"Lunch, Dinner, Drinks"
Tofu Village Restaurant,4.5 ,"82, Church Street, George Town, Penang Island 10200 Malaysia",,$$ - $$$,$$ - $$$ChineseAsianVegetarian Friendly,+60 12-453 6108,"Chinese, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Bean Sprout Cafe,4.5 ,"35 Jalan Masjid Kapitan Keling, Penang Island 10200 Malaysia",,$$ - $$$,$$ - $$$AmericanCafeBritish,+60 4-261 9798,"Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Brunch, Drinks"
Starbucks,4.0 ,"Jalan Tanjung Bunga Next to Holiday Inn in Batu Ferringhi, Batu Ferringhi, Penang Island 11100 Malaysia",http://www.starbucks.com.my/,$$ - $$$,$$ - $$$Quick BitesAmericanCafe,+60 1-300-80-8989,Brunch,"Takeout, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Waterfront"
Sigi's Bar and Grill,4.0 ,"Jalan Batu Ferringi Golden Sands Resort, Batu Ferringhi, Penang Island 11100 Malaysia",http://www.gourmetgarden.com.my/2011/03/15/experiencing-sigis-bar-grill-1st-anniversary-set-menu-new-ala-carte-items/,$$ - $$$,$$ - $$$BarInternationalVegetarian Friendly,60 4 886 1852,Vegetarian Friendly,"Lunch, Dinner, Brunch, After-hours"
Gala House,4.0 ,"102 & 104 Lebuh Muntri, George Town, Penang Island 10200 Malaysia",http://www.facebook.com/galahouse.com.my,$$ - $$$,$$ - $$$Vegetarian Friendly,+60 4-261 3118,"Brunch, Dinner, After-hours","Takeout, Outdoor Seating, Buffet, Seating, Street Parking, Highchairs Available, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Wheelchair Accessible, Table Service, Television, Full Bar, Accepts Credit Cards"
ChinaHouse,4.0 ,"153-155 Lebuh Pantai, George Town, Penang Island 10200 Malaysia",http://www.facebook.com/ChinaHousePenang/,$$ - $$$,$$ - $$$DessertCafeFusion,+60 4-263 7299,,
Garden Lebanon Restaurant (Tanjung Bungah Penang),4.0 ,"No 15 Jalan Tanjung Bungah, Tanjung Bungah, Penang Island 11200 Malaysia",https://lebanonrestaurant.com.my/,$$ - $$$,$$ - $$$LebaneseMediterraneanHealthy,+60 4-891 7228,"Lebanese, Mediterranean, Middle Eastern, Healthy, Arabic","Vegan Options, Halal, Gluten Free Options, Vegetarian Friendly"
TONG Restaurant,5.0 ,"88 Lebuh Armenian Inside 88 Armenian Hotel, Penang Island 10200 Malaysia",http://www.tongrestaurant.com/,$$$$,$$$$FrenchAsianContemporary,+60 4-261 1188,"Asian, French, Contemporary, Wine Bar, Malaysian","Dinner, After-hours, Drinks"
Urban Daybreak,4.5 ,"338 Lebuh Pantai, George Town, Penang Island 10300 Malaysia",http://www.facebook.com/urbandaybreak,$$ - $$$,$$ - $$$CafeVegetarian FriendlyVegan Options,6.06E+11,Cafe,"Vegetarian Friendly, Vegan Options"
Sri Ananda Bahwan,4.0 ,"55 Lebuh Penang Little India, George Town, Penang Island Malaysia",http://srianandabahwan.com.my/,$,$IndianAsianVegetarian Friendly,+60 4-264 4204,"Vegetarian Friendly, Vegan Options, Halal","Breakfast, Lunch, Dinner, After-hours"
Power-up restaurant,4.5 ,"142 Mk17 Batu Ferringhi, Penang Island Malaysia",http://www.facebook.com/Power-Up-Restaurant-Batu-Ferringhi-773567492815765/,$,$AsianMalaysianVegetarian Friendly,+60 16-459 9412,,
Hong Kee Wan Thun Mee,4.5 ,"37, Campbell Street, George Town, Penang, Penang Island 10100 Malaysia",http://www.facebook.com/hongkeebamboonoodle,$,$ChineseAsianCantonese,6042619875,"Breakfast, Lunch, Dinner, Brunch","Takeout, Seating, Table Service"
Us Pizza,5.0 ,"Summerton Persiaran Bayan Indah 110-01-12 Summerton Bayan Indah, Persiaran Bayan Indah, Bayan Lepas, Penang Island 11900 Malaysia",http://www.uspizza.my/,$,$AmericanPizzaMalaysian,+60 4-609 7049,"American, Pizza, Malaysian","Vegetarian Friendly, Gluten Free Options, Vegan Options"
Hon Kei Food Corner,4.0 ,"45 Kampung Malabar Georgetown, Penang Island 10100 Malaysia",http://www.facebook.com/pages/%E6%BC%A2%E8%A8%98%E5%B0%8F%E9%A3%9F%E5%BA%97-Hon-Kei-Food-Corner/206820609475901,$,$ChineseAsianSoups,+60 16-416 4083,"Breakfast, Lunch, Dinner, Brunch","Takeout, Seating, Wheelchair Accessible, Table Service"
Sri Ananda Bahwan,4.0 ,"14 Jalan Tanjung Bungah, Tanjung Bungah, Penang Island 11200 Malaysia",http://www.facebook.com/srianandabahwan/?rf=423791377693309,$$ - $$$,$$ - $$$IndianAsianMalaysian,+60 4-890 9771,"Vegetarian Friendly, Vegan Options, Halal","Breakfast, Lunch, Dinner, Brunch, After-hours"
Golden Stag Hotpot Bar,5.0 ,"53-01, Jln Sultan Ahmad Shah Ground Floor, MBF Tower, George Town, Penang Island 10050 Malaysia",https://www.facebook.com/goldenstaghotpotbar/,$$ - $$$,$$ - $$$ChineseBarAsian,+60 17-558 8724,"Chinese, Asian, Bar, Malaysian, Beer restaurants","Dinner, Lunch, After-hours, Drinks"
Bee Hwa Cafe,4.5 ,"10 Lebuh Dickens, George Town, Penang Island 10050 Malaysia",http://g.co/kgs/5bJj8p,$,$ChineseCafeAsian,+60 4-263 6092,,
Kashmir Restaurant,4.0 ,"105 Jalan Penang, George Town, Penang Island 10000 Malaysia",https://www.facebook.com/kashmirpenang/,$$ - $$$,$$ - $$$IndianAsianVegetarian Friendly,+60 4-263 7411,"Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Yeng Keng Cafe,4.0 ,"36, Chulia Street, George Town, Penang Island Malaysia",http://yengkengcafebar.com/index.html,$$ - $$$,$$ - $$$ChineseCafeAsian,604-263-3177,"Lunch, Dinner, Brunch, Breakfast","Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Table Service"
Micke's Place,4.0 ,"94 Lorong Love, George Town, Penang Island 10200 Malaysia",http://www.facebook.com/mickesplacelovelane,$$ - $$$,$$ - $$$IndianAsianMalaysian,+60 12-493 8279,"Indian, Asian, Malaysian","Breakfast, After-hours, Drinks"
Ferringhi Coffee Garden,4.5 ,"43-D Batu Ferringhi 11100, Penang Island Malaysia",http://www.facebook.com/ferringhicoffeegarden,$$ - $$$,$$ - $$$CafeInternationalVegetarian Friendly,+60 4-885 1192,Vegetarian Friendly,"Breakfast, Lunch, Brunch"
Halab Penang,4.5 ,"381 Chulia Street, George Town, Penang Island 10200 Malaysia",http://halab.my/,$$ - $$$,$$ - $$$MediterraneanMiddle EasternArabic,+60 4-251 9550,"Mediterranean, Middle Eastern, Arabic","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
The Jetty Food Court,4.0 ,"49-F Pengkalan Weld, George Town, Penang Island Malaysia",,$,$ChineseAsianMalaysian,+60 11-1143 7178,Vegetarian Friendly,"Lunch, Dinner, Drinks"
Maple Palace Restaurant,4.5 ,"47 Jalan Sultan Ahmad Shah 10050, George Town, Penang Island 10050 Malaysia",,$$ - $$$,$$ - $$$ChineseAsianCantonese,+60 4-227 9690,Vegetarian Friendly,"Lunch, Dinner"
Mish Mash,4.5 ,"24 Lebuh Muntri, George Town, Penang Island 10200 Malaysia",,$$ - $$$,$$ - $$$BarEuropeanPub,+60 17-536 5128,"Dinner, Drinks","Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service"
Miami Cafe,4.5 ,"19 Batu Ferringhi Road, Penang Island 11100 Malaysia",,$,$BarCafeAsian,+60 4-899 4862,"Vegetarian Friendly, Vegan Options","Breakfast, Lunch, Dinner, Brunch"
Sri Weld Food Court,4.0 ,"Lebuh Pantai Colonial District, George Town, Penang Island Malaysia",http://www.facebook.com/profile.php?id=139373956133135,$,$AsianMalaysian,+60 16-769 9585,"Breakfast, Lunch, Brunch","Takeout, Seating"
Three Road 888 Hokkien Mee,4.5 ,"67-A, Lebuh Presgrave, George Town, Penang Island 10300 Malaysia",,$,$ChineseAsianSoups,,Dinner,"Takeout, Outdoor Seating, Seating"
Moh Teng Pheow Nyonya Koay Penang,4.0 ,"Lebuh Chulia Entrance on Jalan Masjid, Off Chulia Street, George Town, Penang Island 10200 Malaysia",,$$ - $$$,$$ - $$$AsianNonya/MalaysianMalaysian,+60 4-261 5832,"Lunch, Brunch","Takeout, Reservations, Seating, Table Service"
Dear Dino Café,4.5 ,"186 & 188, Penang Road, George Town, 10000. Penang, Malaysia, George Town, Penang Island 10000 Malaysia",http://www.facebook.com/deardinocafe/,$,$Quick BitesAmericanCafe,+60 4-251 9723,"Cafe, American, European, British, Malaysian, Eastern European, Japanese Fusion","Vegetarian Friendly, Vegan Options"
Jing Si Books & Cafe (Penang),5.0 ,"31, Beach St, George Town, Penang Island 10300 Malaysia",http://www.jingsibooksncafe.com/,$$ - $$$,$$ - $$$DessertCafe,+60 4-261 6562,Drinks,"Seating, Table Service, Non-smoking restaurants"
Jason Nyonya House,5.0 ,"10B king street, Penang Island 10200 Malaysia",,$$ - $$$,$$ - $$$ChineseAsianMalaysian,+60 18-356 0515,,
Kim Haus,4.0 ,"9 Campbell Street, George Town, Penang Island 10100 Malaysia",,$$ - $$$,$$ - $$$ItalianAmericanBar,+60 16-416 3515,"Italian, American, Asian, Malaysian, Bar, Cafe","Vegetarian Friendly, Vegan Options"
Viva Victoria,4.5 ,"20F&G Lebuh Penang, George Town, Penang Island 10200 Malaysia",http://www.facebook.com/Viva-Victoria-475240706204387/,$$ - $$$,$$ - $$$AsianFusionGastropub,60164277664,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Brunch"
Frandy Beach Bar,4.0 ,"363,Gerai kilat, Batu Ferringhi, Penang Island 11100 Malaysia",,$$ - $$$,$$ - $$$IndianPizzaSeafood,+60 16-498 7885,"Indian, Pizza, Seafood, Pakistani, Arabic",Vegetarian Friendly
De'Brick Cafe,4.5 ,"29, Lorong Prangin, George Town, Penang Island 10300 Malaysia",,$,$GermanCafeAsian,+60 19-594 9659,"Cafe, Asian, Malaysian, German, Healthy","Vegetarian Friendly, Vegan Options"
Beso Rosado,4.5 ,"86, Lebuh Bishop, George Town, Penang Island 10200 Malaysia",,$$ - $$$,$$ - $$$EuropeanFusion,+60 4-263 6868,"European, Fusion","Lunch, Dinner"
Siam Road Charcoal Char Koay Teow,4.0 ,"Siam Road Off Jalan Anson, George Town, Penang Island 10400 Malaysia",,$,$AsianMalaysian,,Lunch,"Takeout, Seating"
Din Tai Fung at Penang Gurney Plaza,4.0 ,"Lot B1-05C, Basement 1 Penang Gurney Plaza, George Town, Penang Island 10250 Malaysia",,$$ - $$$,$$ - $$$ChineseAsianTaiwanese,+60 4-293 3634,Vegetarian Friendly,"Lunch, Dinner, Brunch"
Soul Cafe,4.0 ,"12 Jalan Kek Chuan, George Town, Penang Island 10400 Malaysia",,$$ - $$$,$$ - $$$ItalianCafeEuropean,+60 4-226 8200,"Italian, Cafe, European","Vegetarian Friendly, Vegan Options"
Foong Wei Heong Restaurant,4.0 ,"Sri Bahari Road, George Town, Penang Island Malaysia",,$$ - $$$,$$ - $$$ChineseAsianCantonese,604-261-1918,Vegetarian Friendly,"Lunch, Dinner"
Constant Gardener Coffee,4.5 ,"9 Lebuh Light Chinese Chambers of Commerce Building, George Town, Penang Island 10200 Malaysia",,$$ - $$$,$$ - $$$Cafe,+60 11-6078 7883,"Breakfast, Drinks","Seating, Digital Payments"
Viva Local Food Haven,4.0 ,"Jalan Tanjong Tokong, Tanjung Tokong, Penang Island 10470 Malaysia",http://viva-local-food-haven.business.site/?utm_source=gmb&utm_medium=referral,$,$AsianMalaysian,+60 4-890 2549,Dinner,"Takeout, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol"
Gusto Cafe,4.5 ,"4 Jalan Sungai Kelian Tanjung Bunga 11200, Penang Island 11200 Malaysia",http://www.facebook.com/JasonGustoCafe,$$ - $$$,$$ - $$$CafeInternationalVegetarian Friendly,+60 4-890 4012,"Cafe, International","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Awesome Canteen at Sekeping Victoria,4.0 ,"164 Lebuh Victoria Sekeping Victoria, George Town, Penang Island 10300 Malaysia",,$$ - $$$,$$ - $$$JapaneseAmericanCafe,+60 4-261 3707,"Japanese, American, Cafe","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Restoran Kapitan,3.5 ,"93 Lebuh Chulia, George Town, Penang Island 10200 Malaysia",,$,$IndianAsianMalaysian,+60 4-264 1191,"Vegetarian Friendly, Vegan Options, Halal","Lunch, Dinner, Brunch, After-hours"
Tree Bar At G Hotel Gurney,5.0 ,"168a Persiaran Gurney, George Town, Penang Island 10250 Malaysia",https://gurney.ghotel.com.my/restaurants-and-bars/tree-bar,$$ - $$$,$$ - $$$BarPub,+60 4-238 0000,"Dinner, Lunch",Seating
GEMS Restaurant,4.0 ,"66 Bishop Street, George Town, Penang Island 10200 Malaysia",,$$ - $$$,$$ - $$$IndianAsianVegetarian Friendly,+60 4-262 4070,"Indian, Asian","Vegetarian Friendly, Vegan Options"
Kimberly Street Koay Chiap,4.0 ,"Kimberly Street, George Town, Penang Island 10200 Malaysia",,$,$ChineseAsianMalaysian,,Dinner,"Takeout, Outdoor Seating, Seating"
Kopi Loewak,4.5 ,"Armeniam Street No. 7, George Town, Penang Island 10200 Malaysia",,$$ - $$$,$$ - $$$CafeFast foodEuropean,+60 4-261 0326,Halal,"Table Service, Seating"
Sarkies Corner,4.0 ,"10 Lebuh Farquhar Chinatown, George Town, Penang Island 10200 Malaysia",,$$ - $$$,$$ - $$$InternationalAsianMalaysian,+60 4-222 2000,"Halal, Vegetarian Friendly",Brunch
Bali Hai Seafood Market,4.0 ,"Bali Hai Seafood Market Bali Hai Seafood Market 90 Persiaran Gurney, Penang Island 10250 Malaysia",,$$ - $$$,$$ - $$$ChineseSeafoodAsian,+60 4-228 8272,"Lunch, Dinner, After-hours","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service"
New Lane Hawker Centre,4.0 ,"Lorong Baru, Penang Island Malaysia",http://www.facebook.com/profile.php?id=172313426131378,$,$AsianMalaysian,+60 16-443 7463,"Dinner, After-hours","Takeout, Outdoor Seating, Seating"
Teels Heritage Cafe,4.5 ,"144-G H Burmah Rd, George Town, Penang Island 10050 Malaysia",https://www.facebook.com/TeelsCafe/,$$ - $$$,$$ - $$$CafeAsianVegetarian Friendly,+60 17-237 3144,"Cafe, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Beach Cafe,4.5 ,"Jalan Batu Ferringhi Batu Ferringhi Beach, Batu Ferringhi, Penang Island 11100 Malaysia",,$,$CafeAsianMalaysian,,Vegetarian Friendly,"Lunch, Breakfast, Dinner"
Karaikudi Restaurant,4.0 ,"Karaikudi Restaurant No. 20 Lebuh Pasar Georgetown, Penang Island 10200 Malaysia",http://karaikudi.com.my/,$$ - $$$,$$ - $$$IndianAsianVegetarian Friendly,+60 11-3307 3800,"Vegetarian Friendly, Vegan Options","Lunch, Dinner"
