Name,Rating,Address,URL,Price,Type,Phone,Cousine,Meals
Zest Restaurant,4.5 ,"Jalan Bendahara Ramada Plaza Melaka, Melaka 75100 Malaysia",http://www.ramadaplazamelaka.com/dining/dining_ZestRestaurant.html,$$ - $$$,$$ - $$$MexicanSeafoodInternational,+60 6-284 8888,"Mexican, Seafood, International, Mediterranean, Asian",Vegetarian Friendly
Pin Pin Hiong,4.0 ,"T-786 Lorong Hang Jebat Near Cheng ho Museum, Melaka 75200 Malaysia",,$,$ChineseAsianMalaysian,,"Breakfast, Lunch","Takeout, Seating"
Bamboo Hut,4.0 ,"27 Jalan Kota Banda Hilir, Melaka 75000 Malaysia",,$$ - $$$,$$ - $$$BarAsianGrill,+60 6-282 9282,"Bar, Asian, Grill, Malaysian","Vegetarian Friendly, Vegan Options"
Restoran De Lisbon,4.0 ,"Jalan Dalbuquerque Portuguese Square, Melaka 75050 Malaysia",,$$ - $$$,$$ - $$$SeafoodPortuguese,+60 12-319 6286,Dinner,"Takeout, Highchairs Available, Serves Alcohol, Table Service, Reservations, Seating"
Restoran De Lisbon,4.0 ,"Jalan Dalbuquerque Portuguese Square, Melaka 75050 Malaysia",,$$ - $$$,$$ - $$$SeafoodPortuguese,,Dinner,"Takeout, Highchairs Available, Serves Alcohol, Table Service, Reservations, Seating"
Res Porridge House,4.0 ,"Jalan Merdeka, Melaka 75000 Malaysia",,$$ - $$$,$$ - $$$ChineseAsian,+60 12-683 2855,"Dinner, Lunch","Takeout, Seating, Table Service"
Ikan Bakar Parameswara Restaurant- Umbai Melaka,3.5 ,"Jalan Paya Ikan, Melaka 75150 Malaysia",http://www.facebook.com/pages/Ikan-Bakar-Parameswara/1143283822471797,$$ - $$$,$$ - $$$SeafoodAsianMalaysian,+60 6-261 6106,Halal,Dinner
Viviv Heeren Cafe,5.0 ,"150, Jalan Tun Tan Cheng Lock, Melaka 75200 Malaysia",https://www.vivivheeren.com/,$,$CafeInternationalAsian,+60 14-986 1934,"Asian, Cafe, International","Lunch, Dinner, Brunch, Breakfast, Drinks"
Seri Nyonya Restaurant,4.0 ,"Jalan Parameswara Banda Hilir, Melaka 75000 Malaysia",http://www.equatorial.com/mel,$$ - $$$,$$ - $$$AsianNonya/MalaysianMalaysian,+60 6-282 8333,"Asian, Malaysian","Vegetarian Friendly, Halal"
Miyakori Jonker,5.0 ,"100 Jalan Tokong, Melaka 75200 Malaysia",http://www.miyakori.com/,$,$CafeFusion,+60 16-251 1883,"Cafe, Fusion","After-hours, Drinks, Breakfast, Brunch"
SamFu Nyonya Restaurant,4.0 ,"108 Jalan Bunga Raya, Melaka 75100 Malaysia",,$$ - $$$,$$ - $$$AsianNonya/MalaysianMalaysian,+60 12-240 0344,,
Dragon-i,4.0 ,"Jalan Merdeka G-066 & 67, Dataran Pahlawan Melaka Megamall, Melaka Malaysia",http://www.dragon-i.com.my/index.asp,$$ - $$$,$$ - $$$ChineseAsianCentral Asian,+60 6-286 1988,Vegetarian Friendly,"Lunch, Dinner, Brunch"
Bunga Raya Popiah,4.5 ,"78 Jalan Bunga Raya, Melaka Malaysia",,$,$,,,
Palsaik Korean BBQ - Melaka Raya,4.5 ,"No 58 & 60 Jalan Melaka Raya 23, Melaka 75000 Malaysia",http://www.palsaik.my/,$$ - $$$,$$ - $$$BarbecueAsianKorean,+60 6-281 8623,"Barbecue, Korean, Asian","Dinner, Lunch"
Aunty Fatso Restaurant (肥嫂),4.0 ,"Jalan Melaka Raya Taman Kota Laksamana Jaya, Melaka 75000 Malaysia",http://www.facebook.com/AuntyFatso,$$ - $$$,$$ - $$$ChineseSeafoodAsian,+60 12-611 6996,Dinner,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Table Service"
McQuek's Satay Celup,4.0 ,"231 Jalan Parameswara Banda Hilir, Melaka 75000 Malaysia",,$,$ChineseAsianMalaysian,+60 12-606 2993,Dinner,"Outdoor Seating, Seating, Parking Available"
Nadeje Mille crepe cake,4.0 ,"G-23B,EG 4&EG5, Ground floor Mahkotar Parade, 75000 Melaka, Melaka Malaysia",http://nadeje.com.my/,$$ - $$$,$$ - $$$DessertCafe,+60 6-284 3469,"Table Service, Takeout, Seating, Wheelchair Accessible",
Saigon Ivy Cafe,4.5 ,"15, Jalan KL 3/15, Taman Kota Laksamana Seksyen 3 Taman Kota Laksamana Seksyen 3, Melaka 75200 Malaysia",https://www.facebook.com/SaigonIvyCafe/menu,$$ - $$$,$$ - $$$AsianVietnameseSoups,+60 11-3127 8989,"Asian, Vietnamese, Soups","Lunch, Brunch, Breakfast, Dinner"
Makan Kitchen,4.0 ,"Jalan Melaka Raya 23 Hatten City, Melaka 75000 Malaysia",http://doubletree3.hilton.com/en/hotels/malaysia/doubletree-by-hilton-hotel-melaka-MKZMMDI/dining/index.html,$$ - $$$,$$ - $$$AsianMalaysianVegetarian Friendly,+60 6-222 3333,"Asian, Malaysian","Vegan Options, Vegetarian Friendly, Halal"
Chung Wah Chicken Rice Ball,3.5 ,"Jonker Street, Melaka Malaysia",,$,$ChineseAsianMalaysian,+60 6-286 0121,Lunch,"Seating, Takeout"
Mei Sin Cafe,4.0 ,"Jalan Bunga Raya Pantai, Melaka 75100 Malaysia",,$,$AsianMalaysian,,"Asian, Malaysian","Breakfast, Lunch"
Hakka Zhan Restaurant,4.0 ,"No. 76 Jalan Laksamana 5, Melaka 75200 Malaysia",http://www.facebook.com/pages/Hakka-Zhan-Restaurant/119142794846317,$$ - $$$,$$ - $$$ChineseAsian,+60 17-225 8373,"Lunch, Dinner","Takeout, Reservations, Seating, Highchairs Available, Table Service"
Bistro Year 1673,3.5 ,"18 Jonker Street, Melaka 75200 Malaysia",,$$ - $$$,$$ - $$$EuropeanAsianNonya/Malaysian,606-2881673,Vegetarian Friendly,"Lunch, Dinner, After-hours, Drinks"
Asam Pedas Junior,4.0 ,"3 No. G2, Jalan PM Mahkota Square, Bandar Hilir, Melaka 75000 Malaysia",https://www.facebook.com/pages/Restoran-Asam-Pedas-Selera-Kampung/130257893707009,$$ - $$$,$$ - $$$MalaysianHalal,+60 19-259 1899,Halal,"Lunch, Dinner"
Eleven Bistro & Restaurant,3.5 ,"11 Jalan Hang Lekir, Melaka 75200 Malaysia",,$$ - $$$,$$ - $$$PortugueseMalaysian,+60 6-282 0011,"Portuguese, Malaysian","Lunch, Dinner, After-hours, Drinks"
GravyBaby Melaka,4.0 ,"2 Lorong Hang Jebat, Melaka 75200 Malaysia",http://www.gravybaby.com/,$$ - $$$,$$ - $$$Brew PubBarBritish,+60 18-362 7319,"Brew Pub, Bar, British, Diner",Vegetarian Friendly
Botanist Veggie Cafe,4.5 ,"41 Jalan Melaka Raya 8, Melaka 75000 Malaysia",http://botanist.com.my/,$$ - $$$,$$ - $$$CafeAsianMalaysian,+60 6-292 2819,"Vegetarian Friendly, Vegan Options","Lunch, Dinner"
The Mansion Restaurant,4.0 ,"188, Jalan Bunga The Majestic Malacca, Melaka 75100 Malaysia",https://www.majesticmalacca.com/pages/dining.html,$$ - $$$,$$ - $$$AsianMalaysian,+60 6-289 8000,"Dinner, Breakfast, Lunch","Reservations, Seating, Parking Available, Serves Alcohol, Table Service"
Tangkak Beef Noodles,4.0 ,"8C Jalan Laksamana Cheng Ho, Melaka Malaysia",http://www.facebook.com/Chez-Dany-Caf%C3%A9-de-la-Gare-499574417163612/?ref=page_internal,$$ - $$$,$$ - $$$ChineseAsianMalaysian,+60 13-789 3768,Halal,"Lunch, Dinner, Brunch"
Heesan Kopi,3.5 ,"100 Jalan Hang Jebat, Melaka 75200 Malaysia",https://www.facebook.com/Heesan-Kopi-%E5%9B%8D%E5%8F%81%E9%9A%94%E5%A3%81-1890106951278396/?hc_ref=PAGES_TIMELINE&fref=nf,$$ - $$$,$$ - $$$CafeFusionVegetarian Friendly,+60 6-281 2165,"Cafe, Fusion","Vegetarian Friendly, Vegan Options"
Sri Kaveri Catering,4.5 ,"115 Lorong Hang Jebat, Melaka 75200 Malaysia",,$,$IndianAsianVegetarian Friendly,+60 6-286 0344,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Breakfast"
Medan Ikan Bakar Muara Sungai Duyung,3.5 ,"Jalan Padang Temu Jalan Padang Temu, Melaka, Central Melaka District, Melaka State, Melaka 75050 Malaysia",http://www.facebook.com/Medan-Ikan-Bakar-Muara-Sungai-Duyung-272055789562822/timeline/,$$ - $$$,$$ - $$$SeafoodAsianMalaysian,+60 12-636 2339,Halal,"Dinner, After-hours"
Hock Kee Confectionery,4.5 ,"270 Jalan Melaka Raya 3, Melaka 75000 Malaysia",http://www.facebook.com/Hangout-Station-HOCK-KEE-Confectionery-1633709956840647/,$,$BakeriesChinese,+60 12-319 2463,"Breakfast, Lunch, Dinner",
Tosca,4.5 ,"Jalan Melaka Raya 23 DoubleTree by Hilton Hotel, Melaka 75000 Malaysia",http://doubletree3.hilton.com/en/hotels/malaysia/doubletree-by-hilton-hotel-melaka-MKZMMDI/dining/index.html,$$ - $$$,$$ - $$$ItalianPizzaVegetarian Friendly,+60 6-222 3333,"Italian, Pizza","Vegetarian Friendly, Vegan Options"
Restoran Baba Ang,4.0 ,"310, Jalan Parameswara, Melaka 75000 Malaysia",http://www.facebook.com/restoranbabaang/,$$ - $$$,$$ - $$$AsianMalaysian,+60 12-283 7571,"Lunch, Dinner, Breakfast","Seating, Table Service, Takeout, Reservations"
J&J Corner Portuguese Seafood,4.0 ,"Shop No 10, Medan Selera Perkampungan Portugis, Melaka 75050 Malaysia",https://www.facebook.com/jjcorner10/?hc_ref=PAGES_TIMELINE&fref=nf,$$ - $$$,$$ - $$$SeafoodAsianPortuguese,+60 12-608 1724,Dinner,"Takeout, Reservations, Seating"
Baba Kaya,5.0 ,"13A Jalan Bunga Raya, Melaka 75100 Malaysia",,$,$AsianMalaysian,-4618,"Breakfast, Lunch",Reservations
Lutan 21,4.5 ,"31 Jalan Melaka Raya 8 Taman Melaka Raya, Melaka 75000 Malaysia",http://www.lutan21.com/,$$ - $$$,$$ - $$$ChineseAsianMalaysian,+60 12-357 8783,"Asian, Chinese, Malaysian","Gluten Free Options, Vegetarian Friendly, Vegan Options"
Wildseed Café at 1-Altitude Melaka,5.0 ,"Level 43, 1-Altitude Melaka, Jalan Melaka Raya 23 Taman Melaka Raya, Melaka 75000 Malaysia",https://www.wildseed.my/,$$$$,$$$$Cafe,+60 19-479 5230,"Breakfast, Lunch, Brunch","Reservations, Accepts Mastercard, Accepts Visa, Digital Payments, Accepts Credit Cards"
Huang Chang Chicken Rice Ball,3.5 ,"Jalan Melaka Baru, Melaka 75350 Malaysia",,$,$Quick BitesChineseAsian,+60 6-317 0299,"Chinese, Malaysian, Asian","Breakfast, Lunch, Brunch"
Pak Man Asam Pedas,4.5 ,"51, Jalan KNMP 2A, Kampung Bukit Katil 75450 Malaysia",,Asian,AsianMalaysianVegan OptionsHalal,+60 12-346 2924,"Vegan Options, Halal","Dinner, Lunch"
Dragon-i,4.0 ,"Jalan Merdeka G-066 & 67, Dataran Pahlawan Melaka Megamall, Melaka Malaysia",,$$ - $$$,$$ - $$$ChineseAsianCentral Asian,+60 6-286 1988,Vegetarian Friendly,"Lunch, Dinner, Brunch"
Gravy Baby,4.0 ,"2 Lorong Hang Jebat, Melaka 75200 Malaysia",,$$ - $$$,$$ - $$$PizzaInternationalPub,,Dinner,"Seating, Accepts Credit Cards, Reservations, Table Service"
Mama Taste,4.0 ,"No. 12 Jalan Hang Kasturi, Melaka 75200 Malaysia",,$$ - $$$,$$ - $$$AsianMalaysianVegetarian Friendly,+60 16-250 1521,Vegetarian Friendly,"Lunch, Dinner"
Aunty Koh,4.5 ,"Bukit Rambai, Melaka Malaysia",,$,$DessertAsianMalaysian,,Vegetarian Friendly,"Takeout, Seating, Wheelchair Accessible"
Christina Ee Pineapple Tarts & Cendol,4.5 ,"29, Jalan Hang Lekir, Melaka 75200 Malaysia",,$,$,+60 6-281 2023,,
Restoran Nyonya Suan,3.5 ,"Plaza Merdeka 1336D Jalan Merdeka 1336d, Melaka 75000 Malaysia",http://www.nyonyasuan.com/,$$ - $$$,$$ - $$$AsianNonya/MalaysianMalaysian,+60 11-1300 2988,"Halal, Vegetarian Friendly","Lunch, Dinner, Brunch"
Rumah Makan Cibiuk MITC,4.5 ,"No 8 & 10 Lingkaran MITC, Kompleks Perniagaan MITC Perdana, Melaka 75450 Malaysia",https://www.facebook.com/cibiukmitc/,$$ - $$$,$$ - $$$AsianIndonesianHalal,+60 6-233 8645,"Asian, Indonesian",Halal
Fugo Ryori,4.0 ,"No 2 2a, 2b & 4, Jalan Melaka Raya 13, Melaka 75000 Malaysia",http://www.facebook.com/fugoryori,$$ - $$$,$$ - $$$JapaneseSushiAsian,+60 6-292 6222,Vegetarian Friendly,"Lunch, Dinner, Brunch"
My Chicken Rice,4.0 ,"45 Jalan Hang Jebat, Melaka 75200 Malaysia",,$,$ChineseAsianMalaysian,+60 19-311 8277,"Lunch, Dinner","Takeout, Seating"
Asam Pedas Kota Laksamana,3.5 ,"Kota Laksamana, Melaka 75000 Malaysia",http://www.facebook.com/Kota-Laksamana-Asam-Pedas-Claypot-Melaka-285043058131,$,$AsianMalaysianHalal,+60 12-680 0790,Halal,"Dinner, After-hours"
Dim Sum Garden Restaurant,4.0 ,"No 3 Jalan Tamby Abdullah, Melaka 75000 Malaysia",https://www.facebook.com/dimsumgarden/timeline,$$ - $$$,$$ - $$$ChineseAsianCantonese,-2816198,"Lunch, Breakfast, Dinner, Brunch","Takeout, Seating, Wheelchair Accessible, Table Service"
Voyage Together Café,4.5 ,"72 Lorong Hang Jebat, Melaka 75200 Malaysia",,$,$PizzaCafeVegetarian Friendly,+60 6-281 7823,"Pizza, Cafe",Vegetarian Friendly
East & West Rendezvous Cafe,3.5 ,"60 Lorong Hang Jebat, Melaka 75200 Malaysia",http://www.facebook.com/pages/60%20East%20&%20West%20Rendezvous/183352231737135/,$,$DessertAsianMalaysian,+60 16-634 6283,"Takeout, Seating",
Root Patisserie Cafe,4.5 ,"No 103, Kampung Hulu, Melaka 75200 Malaysia",,Bakeries,BakeriesCafeEuropeanVegetarian Friendly,+60 11-1198 2863,Vegetarian Friendly,Breakfast
Durian Dreamland,4.5 ,"125 Jalan Hang Jebat Jonker Walk, Melaka 75200 Malaysia",,$,$BarCafeAsian,+60 16-666 8368,Seating,
Mamee Cafe,4.0 ,"46 Jalan Hang Jebat, Melaka 75200 Malaysia",http://www.mameejonkerhouse.com/,$$ - $$$,$$ - $$$CafeAsianMalaysian,+60 6-286 7666,Halal,"Brunch, Lunch, Dinner"
The River Grill,3.5 ,"88 Jalan Kota Laksamana Casa del Rio Melaka Hotel, Melaka 75200 Malaysia",http://casadelrio-melaka.com/,$$ - $$$,$$ - $$$InternationalAsianMalaysian,+60 6-289 6888,"Dinner, Breakfast, Lunch","Reservations, Seating, Parking Available, Highchairs Available, Serves Alcohol, Outdoor Seating, Table Service"
The Base BBQ,5.0 ,"1, Lorong 1, Bandar Hilir, Melaka 75000 Malaysia",http://www.facebook.com/thebase.bbq,$$ - $$$,$$ - $$$ItalianBarbecueGrill,60628601112,"Barbecue, Italian, Grill","Dinner, Lunch"
Loukot Kafe,5.0 ,"No 13 Jalan Tukang Emas, Melaka 75200 Malaysia",,Asian,Asian,+60 12-680 0065,"Lunch, Dinner",Reservations
Kuchabe,4.5 ,"18 Jalan Kota Laksamana 3/14 Taman Kota Laksamana Seksyen 3, Melaka 75200 Malaysia",http://www.facebook.com/kuchabe,$,$ChineseAsianMalaysian,+60 17-602 7002,"Chinese, Asian, Malaysian","Lunch, Dinner, Breakfast, Brunch"
Nyonya Delight - Homestyle Nyonya Food,4.5 ,"2199-C Batang Tiga Barat, Melaka 76400 Malaysia",http://www.facebook.com/nyonyadelight,$,$AsianMalaysianVegetarian Friendly,+60 16-365 9775,Vegetarian Friendly,"Brunch, Breakfast, Lunch"
Southern Court Restaurant,5.0 ,"Bayview Hotel Melaka, Jalan Bendahara, 75100 Melaka, Melaka 75100 Malaysia",,$$ - $$$,$$ - $$$Chinese,+60 6-283 9888,Chinese,"Lunch, Dinner"
