Name,Rating,Address,URL,Price,Type,Phone,Cousine
Xin Teh Bak Kut Teh,4.5 ,"Lot G-18, Cameron Square, Jalan Aranda Nova, Brinchang 39100 Malaysia",https://www.facebook.com/Xin-Teh-Bak-Kut-Teh-%E5%BF%83%E5%BE%B7%E8%82%89%E9%AA%A8%E8%8C%B6-543203679513466/,$,$ChineseMalaysianMedicinal foods,+60 12-636 8884,"Lunch, Dinner"
Strawberry Moment Dessert Cafe,3.5 ,"6, Central Spine Road, Kampung Raja 27600 Malaysia",https://www.facebook.com/profile.php?id=100067897742601,$$ - $$$,$$ - $$$DessertItalianCafe,6 05-4981982,"Breakfast, Lunch, Brunch, Drinks"
Tiny Boutique Cafe,4.0 ,"24 Kampung Taman Sedia, Tanah Rata 39000 Malaysia",,Pizza,PizzaAsianMalaysian,+60 16-215 3244,
Fruit Delights,3.5 ,"27, Main Road, Tanah Rata Malaysia",,$$ - $$$,$$ - $$$AsianHealthyMalaysian,6054913309,Vegetarian Friendly
Curry Leaf Restaurant,4.5 ,"66, Persiaran Camellia 3, Tanah Rata 39000 Malaysia",,Indian,Indian,+60 19-476 6787,"Breakfast, Lunch, Dinner, After-hours"
Uncle Chow Kopitiam,3.5 ,"Unit C2-G-01, Block C2, Taman Royal Lily 39000, Tanah Rata Malaysia",,$$ - $$$,$$ - $$$ChineseCafeAsian,+60 13-574 8273,"Breakfast, Lunch"
Man Kou Xiang Kopitiam,5.0 ,"MDCH 29, Brinchang 39100 Malaysia",https://www.facebook.com/MAN-KOU-XIANG-Kopitiam-%E6%BB%A1%E5%8F%A3%E9%A6%99%E7%BE%8E%E9%A3%9F%E9%A6%86-101068292733680/,Chinese,ChineseAsianMalaysian,+60 11-3737 0967,"Breakfast, Lunch, Brunch, After-hours, Drinks"
ATS Cameron Fresh,5.0 ,"Jalan Camelia C-1-33, Cameron Fair, Tanah Rata 39000 Malaysia",,$,$Pizza,+60 12-969 5171,Pizza
Hong Kong Restaurant,3.5 ,"5 39100, Jalan Besar, Brinchang 39000 Malaysia",,$$ - $$$,$$ - $$$ChineseAsianMalaysian,,"Breakfast, Lunch, Dinner"
Spices & Herbs,5.0 ,"14A Jalan Angsana 1, Brinchang 39100 Malaysia",http://www.facebook.com/Thai-Cuisine-Spices-Herbs-104281887706606/,Thai,Thai,+60 11-1662 2188,"Breakfast, Lunch, Dinner"
May Flower Restaurant,3.5 ,"22 Main Road, Tanah Rata 39000 Malaysia",,Chinese,ChineseAsianMalaysian,605-4911793,Dinner
Weng Wah,3.5 ,"Jalan Angsana Satu, Brinchang Malaysia",,$$ - $$$,$$ - $$$ChineseAsianCantonese,,"Dinner, Lunch"
Coffee Shop - Copthorne Hotel Cameron Highlands,3.5 ,"59 Rd Kea Farm, Brinchang 39100 Malaysia",,$$ - $$$,$$ - $$$Asian,+60 6054961777,"Breakfast, Lunch, Dinner"
Wai Yat Restaurant,3.5 ,"23-A Jalan Besar, Brinchang 39100 Malaysia",,$$ - $$$,$$ - $$$ChineseAsianCantonese,+60 19-573 6083,Vegetarian Friendly
Restoran Sheng Ming,3.5 ,"18, Jalan Besar Tanah Rata, Tanah Rata 39000 Malaysia",,$$ - $$$,$$ - $$$ChineseAsian,,"Breakfast, Lunch, Dinner"
Y.A.Z Steamboat N'' Grill,4.0 ,"Jalan Golden Hills 9 S1-G-15 / S1-G-16 Somer Square, Brinchang 39000 Malaysia",,$$ - $$$,$$ - $$$Asian,+60 11-1077 4404,Dinner
Cottage Delight,4.5 ,"4 Jalan Pasar, Bandar Baru, Brinchang 39100 Malaysia",,Asian,AsianMalaysian,+60 12-511 9926,
Dian Yi Long Dim Sum Restaurant,3.5 ,"Jalan Besar Brinchang B1-10-G, Brinchang Square, Brinchang 39100 Malaysia",,$,$ChineseCantonese,+60 12-720 9994,"Breakfast, Lunch"
Restoran Hyland,4.0 ,"36, Bandar Baru Brinchang Cameroon Highlands, Brinchang 39100 Malaysia",,$$ - $$$,$$ - $$$,+60 12-911 8820,
Strawberry View Cafe & Restaurant,3.5 ,"Lot F-04, Kea Farm, Pahang Darul Makmur, Brinchang 39100 Malaysia",http://keavalleyhotel.com.my/dining.htm,$$ - $$$,$$ - $$$,605-4911940,
Jin Jin Steamboat Restaurant,3.5 ,"43rd Miles, Kea Farm, Brinchang 39100 Malaysia",,$$ - $$$,$$ - $$$ChineseAsianSoups,+60 12-529 5568,Dinner
Glory 78 Steamboat & Snack Corner,3.5 ,"Jalan Brinchang S-1 Batu 39, Cameron Highlands, Tanah Rata 39000 Malaysia",,Asian,AsianMalaysian,+60 19-555 3848,"Dinner, Lunch"
Cafe Lorong,4.0 ,"Komplek Hasil Tanah Tinggi, Brinchang Malaysia",,Cafe,Cafe,+60 19-499 4074,
Brassiere'85,4.0 ,"Lot 195 & 196 Lobby Floor, Strawberry Park Resort, Brinchang 39000 Malaysia",https://strawberryparkresorts.com/dining/,European,European,605 491 1166,
"Restoran Kumar, Tanah Rata",4.0 ,"Jalan Besar, Tanah Rata 39000 Malaysia",,,,+60 16-670 8604,
Restaurant Jin Jin Steamboat,4.0 ,"43rd Miles Kea Farm, Brinchang 39100 Malaysia",https://www.facebook.com/Jin-Jin-Steamboat-restaurant-681799435225612/timeline,Chinese,ChineseAmericanSteakhouse,+60 12-529 5568,
L.A Delight Cafe,5.0 ,"Mdch 34, Ringlet Malaysia",http://www.facebook.com/ladelightcafe/,Pizza,Pizza,+60 5-495 6381,
Restoran Fang Xiang,5.0 ,"No 11, Jalan Besar, Ringlet 39200 Malaysia",https://www.facebook.com/profile.php?id=100057140152429,Chinese,Chinese,+60 5-495 6334,
Puku Cafe,4.0 ,"187, Kea Farm, Brinchang 39100 Malaysia",http://www.facebook.com/Puku-Cafe-1682182888662355/,,,,
Restoran Idaman Aikae,4.5 ,"Jalan Bandar, Brinchang Malaysia",,,,,
Hot Pot Time Restaurant 火锅时代,4.0 ,"B8-1 MY Pahang, Tanah Rata 39000 Malaysia",,Chinese,Chinese,+60 14-629 0707,
Gotcha Park Steamboat Restaurant,5.0 ,"Jalan Camellia C-2-09 , Cameron Fair, Tanah Rata 39000 Malaysia",,$,$AsianMalaysian,+60 12-508 0129,"Lunch, Dinner"
Highland Steamboat Cheese & Grill,4.0 ,"Jalan Tengkolok, Tanah Rata 39000 Malaysia",,Seafood,Seafood,+60 11-1100 5529,
Sri Maju Briyani Restaurant,4.5 ,"Main Road, Ringlet 39000 Malaysia",,$,$IndianAsian,+60 5-495 6048,
Scott's Pub & Restaurant,3.5 ,"Town Center, Part of Smokehouse Fraser's Hill, Brinchang Malaysia",,British,BritishPub,,
Wild Thai Mookata,5.0 ,"D2-54 Presint 1 Cameron Centrum, Tanah Rata 39100 Malaysia",https://www.facebook.com/wildthaimookata,Thai,Thai,+60 18-912 4450,"Lunch, Dinner"
M Cafe,5.0 ,"1, Jalan Kamunting, Brinchang Malaysia",,Asian,AsianMalaysian,+60 12-702 7760,"Breakfast, Lunch, Dinner, Drinks"
Meat U In Thai,5.0 ,"No 49-g, Jalan Palas Horizon Palas Horizon, Kea Farm, Brinchang 39010 Malaysia",,Chinese,ChineseAsianThaiMalaysian,+60 10-530 8932,Dinner
Restoran Eng Tick,4.5 ,"No.1,Tapak Gerai Depan Pasar Tapak Gerai Depan Pasar, Brinchang 39100 Malaysia",,$,$ChineseAsianMalaysian,+60 12-317 3138,"Chinese, Asian, Malaysian"
200 Seeds Cafe by Abang Strawberry,3.0 ,"27 Kampung Taman Sedia, Tanah Rata Malaysia",,$$ - $$$,$$ - $$$AsianMalaysianHalal,+60 19-478 1700,Halal
Glory 78 Steamboat Snack Corner,3.0 ,"S-1 Batu 39, Jalan Besar Tanah Rata, Genting Highlands 39000 Malaysia",,$$ - $$$,$$ - $$$SeafoodAsianMalaysian,+60 5-491 5778,"Lunch, Dinner"
Vani's Indian Cuisine,5.0 ,"19 Peony Square Jalan Kuala Terla 1-22 Peony Square,, Brinchang 39010 Malaysia",,$,$IndianAsianMalaysian,+60 14-301 9032,"Indian, Asian, Malaysian"
Au Poh Wan Village Style Home,5.0 ,"No. 11, Tanah Rata 39000 Malaysia",,Asian,AsianMalaysian,+60 17-533 8636,"Breakfast, Lunch"
Restoran Lai Fatt,5.0 ,"Batu 53 Jalan Besar, Kampung Raja 39010 Malaysia",,,,+60 16-517 9263,
Golden Hill Steamboat Restaurant,5.0 ,"Jalan Carnation, Tanah Rata 39000 Malaysia",,,,+60 16-773 1243,
Shifu Food Corner,3.5 ,"Gerai No. 6,  Gerai Sementara ,Jalan Mentigi , Tanah Rata , Cameron Highlands Opposite Maybank Tanah Rata, Tanah Rata 39000 Malaysia",,$,$Chinese,+60 12-476 1623,"Lunch, Dinner"
Pepper Lunch Cameron Centrum,4.0 ,"Cameron Centrum, Brinchang Malaysia",,American,AmericanAsianCentral-ItalianJapanese Fusion,+60 12-298 6229,"Lunch, Dinner, Brunch, After-hours, Drinks"
Rich Bake Cake & Coffee House,4.0 ,"SHG -7 Jalan Carnation, Tanah Rata 39200 Malaysia",,Bakeries,BakeriesCafe,,
J Tea Cafe,5.0 ,"Cameron Highlands No.36, Brinchang Malaysia",,Cafe,CafeEuropeanAsianMalaysian,+60 16-280 1780,
Al Raudah Arabian Food,4.0 ,"15 A, Marigold Square, Tanah Rata 39000 Malaysia",https://www.facebook.com/alraudahtanahrata/?rf=146851322581456,Middle Eastern,Middle Eastern,+60 19-672 6365,
HAQ Corner,3.5 ,"75, Persiaran Camelia 4, Tanah Rata 39000 Malaysia",,Barbecue,BarbecueAsianHealthyStreet Food,+60 12-534 0053,
Cactissert Cafe,4.0 ,"1-01, Peony Square, Kuala Terla 39100 Malaysia",,$,$Southwestern,+60 12-987 6010,Southwestern
Ayahman Strawberi Cameron Highlands,4.0 ,"44 Kampung Taman Sedia, Tanah Rata 39000 Malaysia",,Asian,AsianMalaysian,+60 19-343 0315,
L.A Delights Cafe,5.0 ,"34 Jalan Besar, Ringlet 39200 Malaysia",http://www.facebook.com/ladelightcafe/,,,+60 5-495 6381,
Kambing Bakar Gunting,4.0 ,"Tanah Rata, Tanah Rata 39000 Malaysia",,$,$AsianMalaysian,,
Pak Su Norman,4.0 ,"Jalan PMCJ 4, Tanah Rata 39000 Malaysia",,Asian,AsianMalaysian,+60 19-594 4675,
Selera Warisan,4.0 ,"Jalan Mendigi, Tanah Rata 39000 Malaysia",,Asian,AsianMalaysian,+60 11-2412 1187,"Breakfast, Lunch"
Restaurant Bunda,4.0 ,"5 Marigold Square, Tanah Rata 39000 Malaysia",,Asian,AsianMalaysian,+60 16-500 0774,
Chef Weng,3.5 ,"1-01, Entertainment Complex, Equatorial Hill Resort, Brinchang 39100 Malaysia",http://chefwengcameron.weebly.com/,Chinese,Chinese,+60 19-560 4217,
Restoran KS Curry House,4.0 ,"Lot 4, Taman Matahari Cerah, Kampung Raja 39010 Malaysia",,Indian,Indian,+60 5-498 2968,"Breakfast, Lunch, Dinner"
Gerai Bunga Melur,5.0 ,"Maliiga, Jalan Kuar, Cameron Highlands, Brinchang 39100 Malaysia",,Indian,Indian,+60 14-234 5357,
Cameron Valley Tea House,3.0 ,"34.5 Mile, Tanah Rata Malaysia",http://www.bharattea.com.my/,Fusion,Fusion,+60 5-491 1133,
Restoran Yee Yew,3.5 ,"1 Bawah Taman Puncak Tringkap, Brinchang 39100 Malaysia",https://www.facebook.com/%E7%BE%A9%E5%8F%8B%E6%B5%B7%E9%B2%9C%E9%A5%AD%E5%BA%97-Yee-Yew-Seafood-Restaurant-1665006677071437/,Chinese,ChineseAsianFusion,+60 5-496 1771,
Gerai Pak Ngah,3.5 ,"10 Gerai Makan Food Court, Tanah Rata 39000 Malaysia",,,,+60 11-2549 4604,
Chian Kee,4.0 ,"1 Kampung Baru Tringkap, Brinchang 39100 Malaysia",,Seafood,Seafood,+60 10-881 9428,
Ho Organic Farms Restaurant,4.0 ,"Mdch 5 100m from Rosa Passadena, Brinchang 39100 Malaysia",,Chinese,ChineseAsian,+60 19-540 7892,
Restaurant Mari Mari Home,3.5 ,"11, Bandar Baru, Brinchang 39100 Malaysia",,$,$ChineseAsianSoups,+60 19-461 1767,"Chinese, Asian, Soups"
Nova Highlands Cafe,3.0 ,"Jalan Aranda Nova No-11-12, GF, The Square, Brinchang 39000 Malaysia",,Cafe,Cafe,+60 5-496 8805,
Attic Cafe,3.0 ,"40, Jalan Besar Brinchang, Brinchang 39100 Malaysia",,,,+60 5-491 3162,
Restoran Old Frenz,3.0 ,"Taman Tringkap, Brinchang 39100 Malaysia",,Chinese,Chinese,+60 5-496 1716,
Restoran Old Frenz,3.0 ,"59, 39000 Tanah Rata, Brinchang Malaysia",,,,,
DeBamboo Steamboat & Grill,3.0 ,"Kg. Taman Sedia, Tanah Rata Malaysia",https://debamboosteamboatgrillmayangwarisanenterprise.business.site/,Asian,AsianMalaysian,+60 13-464 7989,
Restoran Sri Sentosa,2.5 ,"Jalan Bandar, Brinchang 39000 Malaysia",,$$ - $$$,$$ - $$$IndianAsianMalaysian,,Dinner
KFC,3.0 ,"Jalan Besar 1A Ground & 1st Floor, Brinchang 39100 Malaysia",http://kfc.com.my/,Quick Bites,Quick BitesFast food,+60 5-491 1305,Seating
Restoran Nasi Kandar Mamu Ismail,3.0 ,"40, 59 Tanah Rata, Tanah Rata 39000 Malaysia",,Indian,IndianAsianMalaysian,,"Breakfast, Lunch, Dinner"
Kwan Kee Seafood Restaurant,3.0 ,"No. 8, Jalan Besar, Brinchang 39100 Malaysia",,$$ - $$$,$$ - $$$ChineseSeafoodAsian,+60 17-553 0881,"Lunch, Dinner"
Medan Selara NIK,2.0 ,"Perkarangang Masjid Kayangan, Brinchang 39100 Malaysia",,,,+60 13-597 9159,
Lee & Chew Farm Restaurant  in Water Cress Valley,3.0 ,"Lot UT/KF/F 160, 159 Jalan Besar Batu 44,Tringkap 39100, Brinchang 39100 Malaysia",,$$ - $$$,$$ - $$$ChineseSeafoodMalaysian,+60 12-506 3252,Vegetarian Friendly
Mountain House Charcoal Steamboat Restaurant,3.0 ,"No.8, Jalan Besar, Brinchang Malaysia",,$$ - $$$,$$ - $$$ChineseAsian,+60 12-555 9788,Dinner
Uncle Paul,1.0 ,"Jalan Golden Hills 1 G-25, Barrington Square, Tanah Rata 39000 Malaysia",http://wwww.facebook.com/unclepaulrestaurant,Asian,AsianMalaysian,+60 12-508 0129,
Pakleh chicken rice,2.5 ,"No2 atilla square persiaran camelia, Tanah Rata Malaysia",,Asian,AsianMalaysian,+60 13-515 4664,
No.32 Boutique Cafe,1.0 ,"C-G-32 , Barrington Square, Pasar Malam Golden hill, Jalan Golden Hill , Golden Hill Just next door to Zetter Suites Hotel Apartment, Brinchang 39000 Malaysia",,Asian,AsianThai,+60 10-716 2526,"Breakfast, Lunch, Dinner, After-hours"
Restaurant Fong Lum,2.5 ,"B1-12-G, Jalan Brinchang Square, Brinchang 39100 Malaysia",https://www.facebook.com/RestaurantFongLum,$$ - $$$,$$ - $$$ChineseAsianMalaysian,+60 12-573 9049,"Asian, Malaysian, Chinese"
Old Town White Coffee,2.0 ,"Lot G08 & G08A, Jalan Aranda Nova Cameron Square, Brinchang 39100 Malaysia",http://www.oldtown.com.my/location/,Cafe,Cafe,+60 5-496 1368,
Attic Cafe,,"No, 20 First Floor, Jalan Besar Brinchang, Brinchang 39100 Malaysia",,$,$AmericanAsianMalaysian,+60 12-484 3934,"Drinks, Breakfast, Lunch, Dinner"
Silverstar Restaurant,2.0 ,"10 Jalan Besar, Brinchang 39100 Malaysia",,$$ - $$$,$$ - $$$ChineseAsianMalaysian,605-4911387,"Seating, Reservations"
Restoran Chiang Chuan,,"59, Kampung Raja, Tanah Rata 39000 Malaysia",,,,+60 19-271 6829,
Antique Cafe Cameron,,"7c-g, Jalan Besar, Brinchang 39100 Malaysia",,Chinese,ChineseCafe,+60 16-960 8002,
Sakura Kopitiam,,"C3-g-16 Taman Royal Lily 39000 Cameron Highlands, Tanah Rata Malaysia",,Asian,Asian,,
Premium Forest Cafe,,"10, Jalan Farmland, Kampung Raja 39010 Malaysia",,$,$DessertChineseIndian,+60 16-503 3259,"Chinese, Indian, European, Asian, Malaysian"
See Wu,,"Habu 30th Mile, Ringlet, Brinchang Malaysia",,Chinese,Chinese,,
Meat U In Thai,,"No 49-g, Japan Palas Kea Farm, Brinchang, Brinchang 39000 Malaysia",,Chinese,ChineseAsianThaiMalaysian,+60 10-530 8932,Dinner
The Lakehouse Restaurant,1.0 ,"30th Mile Ringlet, Ringlet 39200 Malaysia",,,,+60 5-495 6152,
Josephine Cafe,,"59, Cameron Higlands Nova Highlands Resort and Residence, Brinchang 39000 Malaysia",,,,,
Roza Indah Food,,"No. 5 Jln. Besar 3900 Tanah Rata, Cameron Highlands, Tanah Rata Malaysia",,Asian,AsianMalaysian,+60 12-588 5987,
KHM Strawberries & Jam,,"No 9, Kampung Taman Sedia, Tanah Rata 39000 Malaysia",,Asian,AsianMalaysian,+60 16-566 6085,"Breakfast, Lunch, Dinner"
Man Kou Xiang Kopitiam,,"MDCH No. 29, Jalan Bandar Baru Brinchang, Brinchang 39100 Malaysia",,Chinese,ChineseAsianMalaysian,+60 11-3737 0967,Dinner
