Name,Rating,Address,URL,Price,Type,Phone,Cousine
Godiva,4.0 ,"Premium Outlet, Genting Highlands Malaysia",https://godiva.my/pages/store-locator,Dessert,DessertBelgianEuropean,+60 3-6436 8058,
Restoran Wonderland Valley,4.0 ,"Lot 9253 Kampung Bukit Tinggi, Bentong 28750 Malaysia",https://www.facebook.com/pg/wonderlandvalley9253,$$ - $$$,$$ - $$$ChineseSeafoodAsian,+60 12-950 9882,"Chinese, Seafood, Soups, Asian, Malaysian"
I Love Yoo!,3.5 ,"L4 SkyAvenue 69000 Kampung Genting, Pahang, Malaysia, Genting Highlands Malaysia",http://www.iloveyoo.com.my/,$,$ChineseAsian,,"Breakfast, Dinner"
Sempah T-Farm,4.0 ,"Lot 10141, KL, Genting Highlands Malaysia",http://www.sempahtfarm.my/,$$$$,$$$$ChineseAsianFusion,+60 11-1233 4988,"Breakfast, Lunch, Dinner"
Ee Ping Steamboat Restaurant,4.0 ,"No. P2, Jalan Permai, Genting Permai Avenue, Pahang Darul Makmur, Genting Highlands 69000 Malaysia",https://www.facebook.com/pages/Ee-Ping-Steamboat-Restaurant-Genting-Permai/653594201342392,$$ - $$$,$$ - $$$Chinese,,
Pineyard Cafe,4.0 ,"C1, Jalan Tanarimba Pine, Kampung Janda Baik, 2875, Janda Baik, Bentong Malaysia",,Italian,ItalianAmericanAsianMalaysian,,
McDonald's,3.5 ,"Lot F LIM1, Level T1, Genting Highlands 69000 Malaysia",http://mcdonalds.com.my/,$,$Fast foodHalal,+60 3-6101 1469,Halal
Munakata Express Poke Bowl,5.0 ,"Level G, Genting Grand Hotel Level G/lg 17.00 Genting Grand Hotel, Genting Highlands 69000 Malaysia",http://instagram.com/munakataexpressgentinghighland?igshid=1sc9vzhmknxko,$,$Japanese Fusion,+60 12-556 0160,Japanese Fusion
Steam Era,4.5 ,"First World Plaza Lot No.T2-02 of Level 1, Genting Highlands 69000 Malaysia",https://www.facebook.com/steameragenting/,$$ - $$$,$$ - $$$ChineseAsian,+60 3-6101 1322,"Chinese, Asian"
La Cigogne French Restaurant,3.5 ,"KM48, Persimpangan Bertingkat Lebuhraya Karak Bentong, Pahang, Bukit Tinggi, Bentong 28750 Malaysia",http://www.colmartropicale.com.my/,$$ - $$$,$$ - $$$,6092213666,
Ltitude restaurant,4.5 ,"Genting Highlands, Bentong 69000 Malaysia",http://www.rwgenting.com/en/gentingclub/index1.html,$$ - $$$,$$ - $$$ChineseJapaneseEuropean,,Dinner
Kobe Gyu Takumi,4.5 ,"H/G600 Maxims Hotel Grand Lobby, Genting Highlands 69000 Malaysia",http://takumigenting.com/,Japanese,Japanese,+60 3-6101 3399,
Pizza Hut,3.0 ,"SkyAvenue, Genting Highlands Malaysia",http://www.pizzahut.com.my/,$$ - $$$,$$ - $$$AmericanFast food,+60 1-300-88-2525,"Takeout, Delivery, Seating, Table Service"
Restoran Seng Huat Bak Kut Teh,4.0 ,"Unit No.2, Ground Floor, Lot No. 21075, Jalan Permai 2 Genting Permai, Genting Highlands 69000 Malaysia",http://senghuatbakkutteh.com/,Chinese,ChineseAsianMalaysian,+60 3-6106 0628,
Hong Heng Restaurant,4.5 ,"Kampung Bukit Tinggi, Bentong 28750 Malaysia",,Chinese,ChineseAsian,,
La Fiesta by Marta’s Kitchen,5.0 ,"Level 1, SkyAvenue, Resorts World Genting, Genting Highlands 69000 Malaysia",https://www.rwgenting.com/content/rw-genting/web/en/things-to-do/dining/la-fiesta.html,Spanish,Spanish,+60 12-386 4150,"Breakfast, Lunch, Dinner, Brunch, After-hours, Drinks"
Chatime First World Plaza,3.5 ,"Genting Highland Resort First World Plaza Level 2B F/L 2B.C1, Genting Highlands 69000 Malaysia",,$,$Cafe,,
Tai Bae,3.5 ,"Lot No.T2-31 of Level T2 Sky Avenue Genting Highland Resort, Genting Highlands 69000 Malaysia",,$$ - $$$,$$ - $$$ChineseAsianTaiwanese,601234567890,Seating
Baru Muhibbah,5.0 ,"Clementi, Genting Highlands Malaysia",,$,$Arabic,,
Golden Orchid Thai Seafood,5.0 ,"14. Jalan Jati 1., Genting Highlands 69000 Malaysia",https://www.facebook.com/huayhongtho?mibextid=zbwkwl,Thai,Thai,+60 13-216 6999,"Lunch, Dinner"
Restoran Hoong Jie Gohtong Jaya,5.0 ,"G Floor, No 44, Jalan Jati 1, Genting Highlands Malaysia",,$$ - $$$,$$ - $$$ChineseAsianMalaysian,+60 12-291 9912,
Gohtong Jaya Biscuit,5.0 ,"13, Jalan Jati 1, Gohtong Jaya, Genting Highlands 69000 Malaysia",https://web.facebook.com/gohtongjayabiscuit,Chinese,Chinese,+60 12-325 5890,
Amber court restoran,4.5 ,"Amber court, Genting Highlands Malaysia",,,,0113919004,
New Orleans Barbecue,4.5 ,"Genting Highlands 2nd Floor, Bentong 69000 Malaysia",,Chinese,ChineseBarbecueGrillNorthWestern Chinese,+60 3-2718 1118,"Lunch, Dinner"
Baba Nyonya By Sambal Chilli,3.5 ,"Km 13 Genting Highlands Resort, Genting Highlands 69000 Malaysia",https://www.premiumoutlets.com.my/genting-highlands-premium-outlets/store-listings-center-map/#food-beverage,$$ - $$$,$$ - $$$AsianMalaysian,+60 3-6433 8888,Reservations
Glory 78 Steamboat Snack Corner,3.0 ,"S-1 Batu 39, Jalan Besar Tanah Rata, Genting Highlands 39000 Malaysia",,$$ - $$$,$$ - $$$SeafoodAsianMalaysian,+60 5-491 5778,"Lunch, Dinner"
Hou Mei Restaurant,3.0 ,"Level 2, First World Hotel Genting Highlands Resort, Genting Highlands 69000 Malaysia",http://limmeiyen.blogspot.com/2006/11/hou-mei-restaurant-genting-highlands.html,$$ - $$$,$$ - $$$ChineseAsianMalaysian,+60 3-6101 1118,"Asian, Malaysian, Chinese"
Paradise Dynasty,4.0 ,"Lot T2-03, Level 1, SkyAvenue, Genting Highlands 69000 Malaysia",,$,$Chinese,+60 3-6101 1772,
Kedai Makan Dan Minum Zheng Ji,4.0 ,"Kampung Bukit Tinggi Bentong, Bukit Tinggi, Bentong 28750 Malaysia",,Chinese,Chinese,+60 9-233 0366,
Harry Ramsden World Famous Fish and Chips,3.0 ,"SkyAvenue Level 4, High Line Roof Top Market, Genting Highlands 69000 Malaysia",http://www.rwgenting.com/Dining/Restaurants/All_Restaurants/harryramsden/,$$ - $$$,$$ - $$$SeafoodBritish,+60 3-6105 9232,"Lunch, Dinner"
Restoran Pelangi,3.5 ,"Gohtong Jaya, Genting Highlands Malaysia",,Indian,IndianAsianThaiMalaysian,,"Lunch, Dinner"
幸运冷气海鲜酒家 Lucky Light Restaurant,4.0 ,"3 & 5 Jalan Meranti 2a, Batang Kali 44300 Malaysia",,,,+60 3-6057 1764,
Mushroom Farm,5.0 ,"Pahang Tua, Genting Highlands 69000 Malaysia",https://www.facebook.com/%E4%BA%91%E9%A1%B6%E8%98%91%E8%8F%87%E5%9B%AD%E7%BE%8E%E6%99%AF%E9%A5%AD%E5%BA%97-790504354310095/,Chinese,Chinese,+60 3-6101 2566,"Lunch, Dinner"
Dal.Komm Coffee,3.5 ,"T2C-10, Sky Avenue Genting Highlands Resort, Genting Highlands 69000 Malaysia",http://www.dalkomm.com.my/,Cafe,Cafe,+60 3-6101 2884,"Lunch, Dinner"
Absolute Thai Highlands,3.0 ,Genting Highlands 69000 Malaysia,https://www.facebook.com/Absolute-Thai-Malaysia-1259887400760357/,$$ - $$$,$$ - $$$AsianThaiMalaysian,+60 3-6101 1681,Dinner
Boat Noodle,5.0 ,"Lot T2C-B02 Sky Avenue Level T2C, Genting Highlands 69000 Malaysia",http://www.boatnoodle.com.my/index.html,Thai,Thai,+60 16-646 7692,
Nanyang Beverage Counter,4.5 ,"The Kopitiam Food Hall, Level 2B First World Hotel Genting Highlands Resort, Genting Highlands 69000 Malaysia",http://www.rwgenting.com/,$,$,+60 3-6101 1118,
Heng Kee Tua Jiu Thou Restaurant,5.0 ,"4 Jalan Mahagoni 2A/7 Sek 4, Bandar Utama, Batang Kali 44300 Malaysia",,Chinese,Chinese,,"Lunch, Dinner"
Dragon-I,3.5 ,"Sky Avenue Lot SA - T2 - 22 & 23, Genting Highlands 69000 Malaysia",http://www.dragon-i.com.my/,$$ - $$$,$$ - $$$ChineseAsian,+60 3-6101 3880,"Lunch, Dinner"
Le Blason,3.0 ,"KM 48, Persimpangan Bertingkat Lebuhraya Karak Colmar Tropicale, Bentong 28750 Malaysia",,$$ - $$$,$$ - $$$InternationalAsianMalaysian,,"Breakfast, Lunch, Dinner"
Genting Garden Hotpot,4.0 ,"Level 2, Highlands Hotel Resorts World Genting, Genting Highlands 69000 Malaysia",https://www.facebook.com/Genting-Garden-HotpotResorts-World-Genting-101198545313472/,Chinese,Chinese,+60 3-6101 1118,
Restoran Kampung @ Kg Bukit Tinggi,4.0 ,"Lot 785 Kampung Bukit Tinggi, Bentong 28750 Malaysia",,Chinese,Chinese,,
Royale Vietnam,3.5 ,"SkyAvenue, Genting Highlands Malaysia",,,,,
Restaurant Ken Kee,3.5 ,"B1 Jalan Jati Utama 3 Pekan Batang Kali, Batang Kali 44300 Malaysia",https://www.facebook.com/RestaurantKenKee/,Chinese,Chinese,+(60)060571308,"Breakfast, Lunch, Dinner, Drinks"
Hainan Kitchen Restaurant,3.0 ,"Level 2, First World Hotel Genting Highlands Resort, Genting Highlands 69000 Malaysia",,$$ - $$$,$$ - $$$ChineseAsianMalaysian,+60 3-6101 1118,"Asian, Malaysian, Chinese"
Restoran Mega,3.5 ,"Lot P10, P11, P12, Jalan Permai Genting Permai Avenue, Genting Highlands 69000 Malaysia",,Chinese,ChineseSeafood,+60 3-6100 1260,"Lunch, Dinner"
Baba Nyonya,3.5 ,"156 Jalan Ampang Level UC Lot UC-1, Genting Highlands Malaysia",https://www.facebook.com/sambalchillirestaurant/,Asian,AsianMalaysian,+60 3-2181 5544,
Baskin-Robbins,4.0 ,"Suite 1516, Genting Premium Outlet, Genting Highlands 69000 Malaysia",,,,+60 3-6436 8031,
Shang Kee Restaurant,4.0 ,"49 Jalan Meranti 2A, Batang Kali 44300 Malaysia",,Chinese,ChineseAsianFusionHealthy,,
Tokyo Secret,4.0 ,"Lot T2A-39, Level 2, Sky Avenue Mall, Genting Highlands 69000 Malaysia",http://www.tokyosecret.com/,$$ - $$$,$$ - $$$BakeriesJapaneseAsian,+60 3-6101 2050,"Japanese, Asian, Malaysian, Japanese Fusion"
Santai Yamch'a Dim Sum,3.5 ,"Lot 1508, Low Street Genting Highlands Premium Outlets, Genting Highlands 69000 Malaysia",https://www.facebook.com/Santai-Yamcha-Dimsum-393729864384992/,Chinese,ChineseAsian,+60 3-6261 0888,
Lepak-Lepak D'Cafe,4.0 ,"No.32 Jalan Ara 2, Batang Kali 44300 Malaysia",https://www.facebook.com/lepaklepakDcafe/?rf=821641464521067,$,$SouthwesternAsianThai,+60 16-665 5951,"Southwestern, Asian, Thai, Malaysian"
Medan Selera,3.5 ,"Level G, SkyAvenue, Below Bona Cinemas Genting Highlands, Bentong 69000 Malaysia",,Asian,AsianMalaysian,,
Restoran Nam Fong,3.5 ,"5 Kampung Bukit Tinggi, Bentong 28750 Malaysia",,Chinese,ChineseAsianMalaysian,+60 16-962 5592,
"Santinos Pizza, Gohtong Jaya Genting",4.0 ,"No.47, Jalan Jati 1, Gohtong Jaya, Bentong 69000 Malaysia",,$,$ItalianPizzaCafe,+60 3-6100 2000,"Italian, Pizza, Cafe"
Restoran Maju Iman,4.0 ,"Jalan Meranti, Batang Kali 44200 Malaysia",,,,+60 3-6057 2812,
Restoran Kolam Ikan,3.5 ,"Batu 17 1/2 Bukit Tinggi, Pahang Darul Makmur, Bentong 28750 Malaysia",,Chinese,ChineseSeafood,+60 12-263 1029,
Oversea Restaurant,3.5 ,"First World Plaza T2-01 of Level 1, Genting Highlands 69000 Malaysia",http://www.oversea.com.my/restaurant/restaurant-oversea-skyplaza-gh/,$$ - $$$,$$ - $$$Chinese,+60 3-6101 1722,Reservations
Hainan Express Theme Park Hotel,3.0 ,"Lobby Floor, Theme Park Hotel Genting Highlands Resort, Genting Highlands 69000 Malaysia",,Asian,AsianMalaysian,+60 3-6105 2097,
Remember Me 126,3.0 ,"Kampung Bukit tinggi, Bukit Tinggi, Bentong 28750 Malaysia",,Asian,AsianMalaysian,+60 12-225 1894,
Only Mee,3.0 ,"Lot No. T2C-B17, Sky Avenue, Genting Highlands 69000 Malaysia",http://www.facebook.com/owgonlymee/,Chinese,Chinese,+60 12-556 0160,"Breakfast, Lunch, Dinner"
Restoran Nurr,3.0 ,"P1, Persona Height Bukit Tinggi, Bentong 28750 Malaysia",,Asian,AsianMalaysian,+60 9-233 0670,
Lobby Cafe,3.0 ,"Genting Highlands, Bentong 69000 Malaysia",http://www.rwgenting.com/en/fb/cafes/lobbycafe/index.htm,Chinese,ChineseAsianMalaysianNorthWestern Chinese,,
Good Bear Coffee Bar,3.0 ,"Genting Sky Avenue, Genting Highlands 69000 Malaysia",,Asian,AsianMalaysian,,
Leng Kee Hainam Kopitiam,3.0 ,"58 Jalan Chui Yin, Bentong 28700 Malaysia",,Quick Bites,Quick BitesChinese,,
New Desa Restaurant,3.0 ,"Taman Bentong Jaya, Bentong 28700 Malaysia",,Chinese,Chinese,,
Ratha Baru Restaurant,3.0 ,"No. 20, Jalan Jati 1, Gohtong Jaya, Genting Highlands 69000 Malaysia",,Indian,IndianAsianMalaysian,+60 3-6100 1208,
Restoran Ratha Raub,3.0 ,"20 Jalan Jati 1, Genting Highlands 69000 Malaysia",,Indian,IndianAsianMalaysian,+60 3-6100 1208,"Breakfast, Lunch, Dinner"
D Village View Restaurant,3.0 ,"Lot 10497, Bukit Tinggi, Bentong 28750 Malaysia",https://www.facebook.com/%E4%B8%BD%E6%99%AF%E5%B0%8F%E9%A3%9F%E9%A6%86-D-Village-View-Restaurant-1538259679524895/,Chinese,Chinese,+60 16-262 8372,
Pao Xiang Bah Kut Teh,3.0 ,"Lot 2 - 9, Level 2, Awana Skyway Station, Genting Highlands 69000 Malaysia",https://www.paoxiangbkt.com/,Chinese,ChineseSoups,+60 13-286 2726,
Taiwan Little Chef,3.0 ,"Awana SkyCentral 2-11, Level 2, Genting Highlands Malaysia",,,,,
Jr Curry,3.0 ,"Genting highland Premium Outlet Food Court Genting, Genting Highlands Malaysia",http://www.owg.com.my/jr-curry/,$$ - $$$,$$ - $$$IndianAsianMalaysian,+60 3-2718 1118,"Lunch, Dinner"
Leong Chee Heong Restaurant,2.0 ,"No. 1, Kampung Bukit Tinggi, Bentong 28750 Malaysia",,Chinese,Chinese,+60 12-269 8989,
Morganfield's,2.5 ,"Genting Highlands Resort, Genting Highlands 69000 Malaysia",https://www.facebook.com/morganfieldsmalaysia/?hc_ref=PAGES_TIMELINE&fref=nf,$$ - $$$,$$ - $$$,,"Seating, Takeout, Reservations, Table Service"
